0.0164449897, 1 
0.7234042328, 2 
0.8855821257, 3 
0.9816225655, 4 
0.3663598637, 5 
0.2124093515, 6 
0.8357236085, 7 
0.5673088014, 8 
0.0587885832, 9 
0.4988063223, 10 
0.8645134822, 11 
0.5290211226, 12 
0.1243773850, 13 
0.8244810728, 14 
0.3437451635, 15 
0.7820840908, 16 
0.4564749087, 17 
0.6932108483, 18 
0.7533248353, 19 
0.5690588075, 20 
0.3869717259, 21 
0.8270339493, 22 
0.6509829733, 23 
0.7694914715, 24 
0.9878699663, 25 
0.7350114169, 26 
0.2854716217, 27 
0.7938496260, 28 
0.6055652831, 29 
0.6614681440, 30 
0.6283391343, 31 
0.2725845185, 32 
0.4768226152, 33 
0.2522659796, 34 
0.5881227228, 35 
0.1380501963, 36 
0.9756952643, 37 
0.0430891924, 38 
0.6792820640, 39 
0.8912770773, 40 
0.1487434744, 41 
0.9591732407, 42 
0.9919712997, 43 
0.8866230300, 44 
0.8756194182, 45 
0.0649549442, 46 
0.5058719375, 47 
0.0829462121, 48 
0.8925355808, 49 
0.2727589100, 50 
0.7095115179, 51 
0.2545353622, 52 
0.9627894750, 53 
0.4847002336, 54 
0.6553529987, 55 
0.8962521471, 56 
0.9658062775, 57 
0.7857607658, 58 
0.2358652731, 59 
0.9267378151, 60 
0.1333788154, 61 
0.8794362417, 62 
0.0734249868, 63 
0.3195631696, 64 
0.5769064190, 65 
0.7581150950, 66 
0.0621423298, 67 
0.0783492520, 68 
0.2996362027, 69 
0.9435789885, 70 
0.4079078111, 71 
0.4552348141, 72 
0.5977926605, 73 
0.6870608017, 74 
0.4355904226, 75 
0.7361627875, 76 
0.2947197471, 77 
0.4392188986, 78 
0.7621511488, 79 
0.1829329804, 80 
0.1278534495, 81 
0.2845210210, 82 
0.2841238066, 83 
0.4812497453, 84 
0.2239299436, 85 
0.2777903323, 86 
0.2472268248, 87 
0.6325981157, 88 
0.2211121496, 89 
0.0932259839, 90 
0.5788859161, 91 
0.6971097935, 92 
0.0098218920, 93 
0.3222292679, 94 
0.7143583528, 95 
0.5356452848, 96 
0.3185225500, 97 
0.0607085622, 98 
0.5348624730, 99 
0.3989557820, 100 
0.0843602780, 101 
0.3972004262, 102 
0.4953450962, 103 
0.3562608478, 104 
0.9465376346, 105 
0.8974140042, 106 
0.5417587134, 107 
0.9800660966, 108 
0.2648072078, 109 
0.5715742099, 110 
0.4196527673, 111 
0.4430553027, 112 
0.5858043354, 113 
0.7741137421, 114 
0.5846723401, 115 
0.9406077398, 116 
0.5119932488, 117 
0.4161158622, 118 
0.7163862178, 119 
0.6789701622, 120 
0.1275205487, 121 
0.7130300588, 122 
0.2799551143, 123 
0.3752173889, 124 
0.6881938352, 125 
0.5544167002, 126 
0.3165651602, 127 
0.5919776770, 128 
0.2765796346, 129 
0.2611387114, 130 
0.1244036553, 131 
0.2527947443, 132 
0.0900535742, 133 
0.4737748686, 134 
0.3826608093, 135 
0.3902707022, 136 
0.8681727897, 137 
0.0555630170, 138 
0.3259413672, 139 
0.3988073674, 140 
0.3249158383, 141 
0.6553059715, 142 
0.8568402400, 143 
0.9056847212, 144 
0.8748356332, 145 
0.1508451091, 146 
0.2223258268, 147 
0.3640834180, 148 
0.2381985463, 149 
0.4174440243, 150 
0.2714681847, 151 
0.6738999613, 152 
0.5949087119, 153 
0.2635714098, 154 
0.7785821359, 155 
0.2771462224, 156 
0.8220301780, 157 
0.8780761866, 158 
0.4218283676, 159 
0.4215525976, 160 
0.1792458841, 161 
0.6118426236, 162 
0.4930794382, 163 
0.5928485644, 164 
0.8999190437, 165 
0.6104154816, 166 
0.1762874844, 167 
0.6804346674, 168 
0.6002240294, 169 
0.5816681002, 170 
0.3046621823, 171 
0.9889514910, 172 
0.8497429792, 173 
0.1293161705, 174 
0.9370285396, 175 
0.0814844421, 176 
0.1403167683, 177 
0.3248999744, 178 
0.9797200283, 179 
0.8169918735, 180 
0.6888559253, 181 
0.3056135358, 182 
0.0383611622, 183 
0.4413858648, 184 
0.8206179686, 185 
0.8500829043, 186 
0.9968957475, 187 
0.7509148982, 188 
0.9929893855, 189 
0.3257162539, 190 
0.7848886449, 191 
0.4648968506, 192 
0.2354933175, 193 
0.4366745119, 194 
0.7078605370, 195 
0.8967433292, 196 
0.6825265376, 197 
0.4523972667, 198 
0.8131676195, 199 
0.1279939048, 200 
0.6395651537, 201 
0.0804251109, 202 
0.8998542619, 203 
0.9693979442, 204 
0.3008428477, 205 
0.4286754042, 206 
0.0658871990, 207 
0.4998365486, 208 
0.2897910474, 209 
0.6379869063, 210 
0.9406322534, 211 
0.5342459442, 212 
0.2018109435, 213 
0.1277217772, 214 
0.0790927564, 215 
0.9712032238, 216 
0.8949316321, 217 
0.9544782585, 218 
0.1798653824, 219 
0.1915594875, 220 
0.8459610005, 221 
0.8393198945, 222 
0.3519517913, 223 
0.9484706162, 224 
0.9568428732, 225 
0.3723163096, 226 
0.5632467814, 227 
0.0952354719, 228 
0.3980915315, 229 
0.9399779604, 230 
0.8941586411, 231 
0.3214243358, 232 
0.7603245251, 233 
0.9279638836, 234 
0.1616714467, 235 
0.9574667048, 236 
0.6358442376, 237 
0.0667968996, 238 
0.4102148557, 239 
0.1508604524, 240 
0.5257025174, 241 
0.7345228162, 242 
0.2296113887, 243 
0.1490015008, 244 
0.9940464047, 245 
0.9732727362, 246 
0.6194682607, 247 
0.8453156436, 248 
0.3082741441, 249 
0.0792738709, 250 
0.8509394056, 251 
0.4781154384, 252 
0.1607826450, 253 
0.1749980527, 254 
0.9953327377, 255 
0.6801564260, 256 
0.7900729873, 257 
0.5755344572, 258 
0.1388281761, 259 
0.0925293621, 260 
0.0984469059, 261 
0.1613637824, 262 
0.4440796216, 263 
0.1389595340, 264 
0.4839129484, 265 
0.6792521895, 266 
0.2314636917, 267 
0.1200731043, 268 
0.8685810992, 269 
0.5293119800, 270 
0.2979316628, 271 
0.1900346592, 272 
0.7128182030, 273 
0.4832129426, 274 
0.3117911777, 275 
0.9995619496, 276 
0.5964073806, 277 
0.2707675126, 278 
0.7748431600, 279 
0.6296621888, 280 
0.3509891376, 281 
0.6010025983, 282 
0.8734062882, 283 
0.3868120535, 284 
0.7299326553, 285 
0.6909661975, 286 
0.1333539756, 287 
0.4452221525, 288 
0.7271260602, 289 
0.6897652640, 290 
0.4637456011, 291 
0.1710102188, 292 
0.5672198512, 293 
0.4451249897, 294 
0.0576977127, 295 
0.1710510890, 296 
0.4834197065, 297 
0.4101237583, 298 
0.2533127529, 299 
0.2714980110, 300 
0.7352341678, 301 
0.7484188959, 302 
0.7349616766, 303 
0.4936814333, 304 
0.5228806675, 305 
0.8171461480, 306 
0.2108650401, 307 
0.9969721390, 308 
0.7330019883, 309 
0.9629171514, 310 
0.5978600179, 311 
0.9650748472, 312 
0.2289493273, 313 
0.2525770991, 314 
0.8816339844, 315 
0.7225977927, 316 
0.4631306730, 317 
0.8179642658, 318 
0.8792150230, 319 
